Customer Age,Product Purchased,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,incumplio_sla
45,Microsoft Surface,Product inquiry,Product compatibility,Low,Phone,0
67,Fitbit Versa Smartwatch,Refund request,Peripheral compatibility,Low,Social media,0
38,Nintendo Switch Pro Controller,Technical issue,Product recommendation,High,Social media,0
36,LG Washing Machine,Refund request,Peripheral compatibility,Low,Social media,0
19,LG Washing Machine,Cancellation request,Refund request,Medium,Chat,0
41,Dell XPS,Cancellation request,Product recommendation,Critical,Social media,0
54,GoPro Action Camera,Product inquiry,Product setup,Critical,Email,1
28,Bose QuietComfort,Product inquiry,Battery life,Low,Social media,0
38,GoPro Action Camera,Cancellation request,Software bug,Critical,Phone,1
65,Dell XPS,Billing inquiry,Software bug,Critical,Chat,1
50,Canon EOS,Technical issue,Battery life,Critical,Chat,0
28,Microsoft Office,Product inquiry,Software bug,High,Social media,0
25,GoPro Action Camera,Refund request,Hardware issue,Medium,Chat,1
69,Canon EOS,Product inquiry,Payment issue,Medium,Email,0
22,LG Washing Machine,Billing inquiry,Display issue,High,Chat,0
54,Microsoft Xbox Controller,Billing inquiry,Account access,Medium,Phone,0
44,Adobe Photoshop,Billing inquiry,Payment issue,Low,Email,0
49,LG Washing Machine,Product inquiry,Product recommendation,Low,Social media,0
54,Fitbit Charge,Refund request,Product compatibility,Low,Social media,0
30,Google Pixel,Billing inquiry,Refund request,High,Phone,0
50,Nikon D,Product inquiry,Account access,High,Email,1
38,Nintendo Switch,Refund request,Refund request,Medium,Chat,0
32,Google Nest,Refund request,Peripheral compatibility,Low,Phone,0
49,Microsoft Xbox Controller,Billing inquiry,Product compatibility,Medium,Email,0
60,Asus ROG,Cancellation request,Cancellation request,Low,Social media,0
28,Dell XPS,Billing inquiry,Payment issue,Medium,Email,0
53,Philips Hue Lights,Product inquiry,Product setup,Medium,Chat,0
21,Microsoft Xbox Controller,Cancellation request,Refund request,Medium,Phone,0
51,Samsung Soundbar,Technical issue,Battery life,Medium,Chat,1
63,Amazon Kindle,Refund request,Hardware issue,High,Chat,0
29,Sony 4K HDR TV,Technical issue,Software bug,High,Chat,0
44,GoPro Hero,Billing inquiry,Installation support,Critical,Social media,1
53,Sony 4K HDR TV,Refund request,Display issue,High,Chat,1
67,Autodesk AutoCAD,Billing inquiry,Product compatibility,High,Email,1
70,Sony Xperia,Cancellation request,Network problem,Critical,Phone,0
61,Philips Hue Lights,Product inquiry,Product recommendation,Low,Social media,0
60,Sony PlayStation,Technical issue,Installation support,High,Phone,0
54,Samsung Soundbar,Refund request,Cancellation request,Medium,Email,0
40,Nikon D,Technical issue,Payment issue,Medium,Email,0
50,Nintendo Switch,Technical issue,Hardware issue,Medium,Email,0
54,iPhone,Technical issue,Peripheral compatibility,High,Chat,0
59,Amazon Kindle,Product inquiry,Product compatibility,Medium,Chat,0
42,LG Smart TV,Product inquiry,Battery life,Low,Chat,0
61,LG Washing Machine,Technical issue,Data loss,Critical,Social media,1
18,Xbox,Billing inquiry,Refund request,Critical,Chat,0
25,MacBook Pro,Product inquiry,Software bug,High,Phone,0
48,Amazon Echo,Cancellation request,Product setup,High,Email,1
54,Philips Hue Lights,Billing inquiry,Payment issue,High,Chat,1
58,Samsung Soundbar,Cancellation request,Delivery problem,Medium,Email,1
57,LG OLED,Refund request,Display issue,High,Phone,1
59,Dell XPS,Product inquiry,Peripheral compatibility,Critical,Social media,1
38,Roomba Robot Vacuum,Technical issue,Refund request,Critical,Email,1
48,PlayStation,Billing inquiry,Product recommendation,Low,Chat,0
21,Canon EOS,Product inquiry,Product recommendation,Medium,Phone,0
52,Bose QuietComfort,Technical issue,Peripheral compatibility,Low,Social media,0
60,Dell XPS,Refund request,Account access,Low,Social media,0
65,Microsoft Xbox Controller,Refund request,Product setup,Critical,Email,1
54,GoPro Hero,Cancellation request,Cancellation request,Critical,Email,1
62,Nintendo Switch Pro Controller,Cancellation request,Account access,High,Email,0
19,Xbox,Refund request,Software bug,Critical,Email,1
35,Nest Thermostat,Refund request,Product compatibility,High,Phone,1
49,Bose QuietComfort,Cancellation request,Hardware issue,High,Phone,0
41,Sony Xperia,Technical issue,Payment issue,High,Social media,0
61,Sony Xperia,Technical issue,Network problem,Medium,Chat,0
47,Garmin Forerunner,Technical issue,Hardware issue,Medium,Chat,0
48,Nintendo Switch,Product inquiry,Cancellation request,High,Social media,0
33,Microsoft Office,Product inquiry,Product recommendation,Low,Chat,0
22,iPhone,Billing inquiry,Product compatibility,Low,Phone,0
28,Sony PlayStation,Refund request,Data loss,Low,Email,0
41,Apple AirPods,Billing inquiry,Battery life,Critical,Phone,1
29,Amazon Kindle,Technical issue,Payment issue,Critical,Chat,1
56,Sony PlayStation,Refund request,Product setup,Medium,Email,0
26,Sony 4K HDR TV,Technical issue,Network problem,Low,Chat,0
48,Garmin Forerunner,Technical issue,Product recommendation,Medium,Email,0
68,Google Nest,Cancellation request,Installation support,Critical,Chat,0
43,HP Pavilion,Product inquiry,Battery life,Critical,Phone,0
68,Autodesk AutoCAD,Product inquiry,Peripheral compatibility,Low,Chat,0
20,Bose QuietComfort,Billing inquiry,Product compatibility,Medium,Phone,0
44,Samsung Galaxy,Cancellation request,Display issue,High,Email,1
56,Fitbit Charge,Technical issue,Battery life,Low,Social media,0
51,Asus ROG,Technical issue,Software bug,Medium,Phone,0
25,Garmin Forerunner,Billing inquiry,Product compatibility,Medium,Social media,1
58,Sony 4K HDR TV,Billing inquiry,Delivery problem,Critical,Chat,1
46,GoPro Hero,Refund request,Product compatibility,High,Social media,0
49,Asus ROG,Refund request,Product recommendation,Critical,Chat,0
42,LG Smart TV,Cancellation request,Installation support,Low,Phone,0
60,Asus ROG,Technical issue,Product compatibility,Medium,Social media,1
45,MacBook Pro,Product inquiry,Cancellation request,Low,Email,0
50,Sony 4K HDR TV,Technical issue,Software bug,Medium,Phone,0
67,Nintendo Switch,Billing inquiry,Network problem,Medium,Social media,0
30,Sony 4K HDR TV,Technical issue,Display issue,Critical,Phone,0
41,Sony Xperia,Refund request,Battery life,Medium,Phone,0
23,iPhone,Refund request,Data loss,High,Email,1
28,Amazon Kindle,Refund request,Cancellation request,High,Email,1
29,iPhone,Billing inquiry,Product recommendation,Medium,Phone,0
67,Garmin Forerunner,Product inquiry,Payment issue,Low,Social media,0
41,Asus ROG,Refund request,Network problem,Low,Email,0
41,Autodesk AutoCAD,Cancellation request,Peripheral compatibility,Low,Social media,0
36,Dyson Vacuum Cleaner,Technical issue,Software bug,Critical,Phone,1
59,Microsoft Surface,Technical issue,Delivery problem,Medium,Phone,0
41,Nintendo Switch Pro Controller,Technical issue,Software bug,High,Chat,1
26,Microsoft Xbox Controller,Product inquiry,Delivery problem,Critical,Chat,1
69,Xbox,Technical issue,Payment issue,Low,Chat,0
66,Amazon Kindle,Refund request,Cancellation request,Medium,Chat,0
28,Nintendo Switch,Refund request,Hardware issue,Low,Email,0
52,Sony Xperia,Cancellation request,Cancellation request,Critical,Email,0
65,Canon DSLR Camera,Product inquiry,Installation support,Critical,Email,0
61,Fitbit Charge,Refund request,Refund request,High,Phone,1
65,GoPro Hero,Refund request,Product setup,High,Chat,1
56,Dell XPS,Product inquiry,Product compatibility,Low,Email,0
46,Garmin Forerunner,Cancellation request,Software bug,High,Chat,1
58,Canon DSLR Camera,Cancellation request,Peripheral compatibility,Low,Social media,0
47,Samsung Soundbar,Refund request,Product compatibility,Low,Phone,0
52,Apple AirPods,Cancellation request,Hardware issue,High,Chat,1
51,iPhone,Refund request,Delivery problem,Low,Social media,0
37,LG Smart TV,Technical issue,Product compatibility,Low,Email,0
50,Microsoft Office,Product inquiry,Software bug,Critical,Phone,1
21,Lenovo ThinkPad,Product inquiry,Product compatibility,Critical,Social media,1
68,Xbox,Billing inquiry,Installation support,Medium,Social media,0
66,Google Pixel,Product inquiry,Delivery problem,Critical,Phone,1
62,GoPro Action Camera,Billing inquiry,Display issue,Critical,Chat,0
58,LG OLED,Cancellation request,Product setup,Low,Chat,0
59,MacBook Pro,Technical issue,Data loss,Medium,Email,0
53,LG Washing Machine,Technical issue,Network problem,High,Social media,0
53,Samsung Galaxy,Technical issue,Installation support,Medium,Phone,0
54,Xbox,Refund request,Installation support,High,Email,1
21,LG Smart TV,Technical issue,Product compatibility,Medium,Social media,0
54,Dyson Vacuum Cleaner,Technical issue,Payment issue,High,Social media,0
20,LG Smart TV,Product inquiry,Network problem,Low,Social media,0
30,Adobe Photoshop,Cancellation request,Battery life,Critical,Email,1
39,Amazon Kindle,Technical issue,Battery life,Medium,Email,0
35,Microsoft Office,Billing inquiry,Product compatibility,Critical,Email,1
24,Apple AirPods,Refund request,Network problem,High,Chat,1
42,Amazon Kindle,Technical issue,Hardware issue,Low,Phone,0
36,Nest Thermostat,Cancellation request,Product setup,Medium,Social media,0
32,Nikon D,Technical issue,Product setup,Low,Email,0
21,Google Nest,Billing inquiry,Data loss,Critical,Social media,0
67,Philips Hue Lights,Technical issue,Payment issue,Critical,Chat,0
50,Google Nest,Billing inquiry,Delivery problem,Low,Social media,0
38,Nintendo Switch Pro Controller,Cancellation request,Battery life,Critical,Phone,1
59,Nintendo Switch Pro Controller,Billing inquiry,Product compatibility,Critical,Phone,1
57,Microsoft Surface,Technical issue,Product compatibility,Low,Phone,0
63,Canon EOS,Product inquiry,Account access,Critical,Phone,1
48,Adobe Photoshop,Product inquiry,Display issue,High,Phone,1
38,Samsung Galaxy,Refund request,Network problem,Low,Email,0
51,iPhone,Billing inquiry,Installation support,Critical,Phone,1
47,Microsoft Surface,Product inquiry,Cancellation request,High,Chat,1
35,Roomba Robot Vacuum,Technical issue,Installation support,High,Phone,1
63,Nintendo Switch Pro Controller,Product inquiry,Delivery problem,High,Phone,1
50,LG OLED,Refund request,Product setup,Critical,Email,1
29,PlayStation,Cancellation request,Network problem,High,Chat,1
48,Sony PlayStation,Technical issue,Data loss,Medium,Chat,0
62,LG Washing Machine,Refund request,Product setup,Medium,Social media,0
46,Canon DSLR Camera,Refund request,Delivery problem,Low,Chat,0
20,Sony Xperia,Refund request,Software bug,Low,Chat,0
40,Bose SoundLink Speaker,Product inquiry,Refund request,Medium,Email,0
36,Sony Xperia,Product inquiry,Product compatibility,Low,Phone,0
70,Bose QuietComfort,Cancellation request,Network problem,Low,Email,0
57,Nest Thermostat,Refund request,Installation support,Low,Email,0
41,Dell XPS,Cancellation request,Display issue,Low,Social media,0
64,Amazon Echo,Billing inquiry,Data loss,High,Chat,1
44,Dyson Vacuum Cleaner,Billing inquiry,Software bug,Critical,Email,1
59,Xbox,Billing inquiry,Account access,Critical,Email,1
29,Nintendo Switch Pro Controller,Product inquiry,Product setup,Low,Phone,0
66,Garmin Forerunner,Refund request,Delivery problem,High,Phone,0
69,Adobe Photoshop,Billing inquiry,Cancellation request,Critical,Chat,0
45,Asus ROG,Product inquiry,Display issue,High,Chat,1
64,MacBook Pro,Billing inquiry,Delivery problem,Medium,Social media,0
55,Samsung Galaxy,Refund request,Display issue,Low,Social media,0
51,Amazon Echo,Refund request,Installation support,Critical,Email,1
46,Bose SoundLink Speaker,Billing inquiry,Installation support,High,Chat,1
31,Garmin Forerunner,Product inquiry,Account access,Medium,Social media,0
62,Samsung Soundbar,Product inquiry,Peripheral compatibility,Low,Social media,0
31,Amazon Echo,Billing inquiry,Hardware issue,Low,Social media,0
31,Google Pixel,Product inquiry,Product recommendation,High,Social media,1
32,Fitbit Versa Smartwatch,Refund request,Product setup,Critical,Phone,1
36,Nintendo Switch,Refund request,Battery life,Critical,Email,1
18,Amazon Echo,Refund request,Cancellation request,Medium,Email,0
28,Xbox,Technical issue,Installation support,High,Phone,0
51,Microsoft Surface,Cancellation request,Installation support,Low,Phone,0
57,Nintendo Switch,Cancellation request,Refund request,Medium,Phone,1
62,Garmin Forerunner,Refund request,Product compatibility,Medium,Phone,0
69,iPhone,Technical issue,Product compatibility,Critical,Email,1
63,Nest Thermostat,Product inquiry,Display issue,Low,Email,0
30,Roomba Robot Vacuum,Product inquiry,Product setup,Medium,Chat,0
34,Fitbit Versa Smartwatch,Billing inquiry,Hardware issue,Critical,Social media,1
67,Bose SoundLink Speaker,Billing inquiry,Delivery problem,High,Email,1
18,Microsoft Office,Cancellation request,Payment issue,Medium,Email,0
28,Microsoft Surface,Product inquiry,Battery life,Low,Phone,0
63,Amazon Kindle,Technical issue,Delivery problem,Critical,Social media,1
44,PlayStation,Product inquiry,Payment issue,Critical,Chat,1
39,Fitbit Versa Smartwatch,Product inquiry,Peripheral compatibility,Critical,Phone,1
29,iPhone,Cancellation request,Display issue,Low,Phone,0
53,Google Nest,Billing inquiry,Product setup,Medium,Chat,1
27,PlayStation,Technical issue,Product recommendation,Low,Email,0
19,Philips Hue Lights,Cancellation request,Battery life,Critical,Social media,0
20,Microsoft Surface,Product inquiry,Payment issue,Medium,Phone,0
19,Xbox,Product inquiry,Refund request,High,Chat,0
28,Bose QuietComfort,Billing inquiry,Data loss,Low,Email,0
30,Philips Hue Lights,Billing inquiry,Cancellation request,High,Chat,1
65,Sony PlayStation,Product inquiry,Delivery problem,Low,Email,0
70,Dyson Vacuum Cleaner,Cancellation request,Delivery problem,Low,Chat,0
28,Bose QuietComfort,Billing inquiry,Network problem,Medium,Email,0
62,Amazon Kindle,Refund request,Software bug,Critical,Phone,1
33,Garmin Forerunner,Product inquiry,Product compatibility,Low,Chat,0
44,Philips Hue Lights,Product inquiry,Account access,Medium,Email,0
39,Canon EOS,Cancellation request,Hardware issue,Low,Email,0
23,Google Nest,Refund request,Data loss,Critical,Social media,0
53,LG OLED,Billing inquiry,Battery life,High,Phone,1
22,Apple AirPods,Product inquiry,Account access,Medium,Email,0
65,Lenovo ThinkPad,Technical issue,Refund request,High,Email,0
31,LG OLED,Product inquiry,Software bug,High,Phone,0
22,iPhone,Billing inquiry,Installation support,Critical,Social media,1
69,Google Pixel,Technical issue,Product recommendation,Critical,Phone,1
58,Bose SoundLink Speaker,Product inquiry,Software bug,Low,Social media,0
41,MacBook Pro,Cancellation request,Software bug,Medium,Chat,0
41,LG OLED,Refund request,Cancellation request,High,Chat,1
48,Adobe Photoshop,Product inquiry,Product recommendation,High,Social media,1
67,Dell XPS,Product inquiry,Software bug,Critical,Email,1
33,Nikon D,Technical issue,Hardware issue,High,Social media,1
34,Asus ROG,Billing inquiry,Data loss,Low,Chat,0
66,Adobe Photoshop,Cancellation request,Peripheral compatibility,Critical,Email,1
53,Canon EOS,Cancellation request,Delivery problem,Medium,Chat,0
56,MacBook Pro,Technical issue,Hardware issue,Critical,Email,1
49,Philips Hue Lights,Technical issue,Cancellation request,Critical,Email,0
54,Nest Thermostat,Product inquiry,Hardware issue,Low,Social media,0
34,Canon EOS,Cancellation request,Product recommendation,Critical,Social media,1
19,Autodesk AutoCAD,Technical issue,Product setup,Critical,Social media,1
64,Amazon Kindle,Billing inquiry,Cancellation request,High,Chat,0
70,Nest Thermostat,Product inquiry,Delivery problem,Low,Email,0
39,Dyson Vacuum Cleaner,Technical issue,Peripheral compatibility,Medium,Social media,0
56,Sony Xperia,Technical issue,Hardware issue,Critical,Phone,0
52,GoPro Hero,Product inquiry,Product setup,Critical,Phone,0
39,Amazon Echo,Technical issue,Battery life,Medium,Chat,0
56,Canon EOS,Technical issue,Software bug,Low,Phone,0
52,Canon DSLR Camera,Billing inquiry,Payment issue,Medium,Phone,0
32,Fitbit Charge,Cancellation request,Payment issue,High,Phone,1
65,Google Nest,Cancellation request,Network problem,High,Chat,0
39,Nintendo Switch Pro Controller,Billing inquiry,Peripheral compatibility,Low,Phone,0
37,Canon EOS,Technical issue,Delivery problem,High,Chat,0
45,Amazon Echo,Technical issue,Account access,High,Chat,0
70,Google Pixel,Refund request,Cancellation request,Critical,Chat,0
44,HP Pavilion,Refund request,Product compatibility,Critical,Chat,1
54,Xbox,Billing inquiry,Payment issue,High,Phone,0
27,LG Washing Machine,Technical issue,Data loss,High,Phone,1
57,Nikon D,Technical issue,Product recommendation,High,Phone,1
22,Dyson Vacuum Cleaner,Cancellation request,Battery life,Medium,Phone,0
42,iPhone,Product inquiry,Payment issue,High,Phone,1
34,iPhone,Technical issue,Refund request,Medium,Chat,0
42,Fitbit Versa Smartwatch,Product inquiry,Display issue,Medium,Phone,0
50,LG Smart TV,Billing inquiry,Hardware issue,Low,Chat,0
56,Roomba Robot Vacuum,Cancellation request,Cancellation request,Low,Chat,0
60,Nintendo Switch Pro Controller,Refund request,Hardware issue,Critical,Phone,1
54,Sony 4K HDR TV,Product inquiry,Network problem,High,Phone,0
56,Microsoft Office,Product inquiry,Account access,Low,Chat,0
64,Dyson Vacuum Cleaner,Billing inquiry,Peripheral compatibility,Low,Chat,0
52,Google Nest,Refund request,Battery life,Low,Social media,0
51,Canon EOS,Product inquiry,Product recommendation,High,Email,1
36,Asus ROG,Technical issue,Network problem,Low,Email,0
70,Bose QuietComfort,Cancellation request,Data loss,High,Phone,1
40,Fitbit Charge,Refund request,Battery life,Low,Social media,0
51,Philips Hue Lights,Cancellation request,Product setup,High,Chat,0
70,PlayStation,Billing inquiry,Installation support,High,Phone,1
42,Nikon D,Billing inquiry,Installation support,Low,Chat,0
69,iPhone,Refund request,Hardware issue,Low,Phone,0
64,iPhone,Refund request,Battery life,Low,Email,0
66,Nintendo Switch Pro Controller,Cancellation request,Peripheral compatibility,High,Email,0
44,Samsung Soundbar,Refund request,Account access,High,Email,0
50,GoPro Hero,Cancellation request,Data loss,High,Chat,1
20,Canon EOS,Technical issue,Network problem,Critical,Email,1
34,Google Nest,Billing inquiry,Installation support,Critical,Social media,0
39,Microsoft Xbox Controller,Technical issue,Network problem,Medium,Phone,0
60,Philips Hue Lights,Technical issue,Account access,Low,Email,0
43,Apple AirPods,Product inquiry,Installation support,High,Chat,1
60,Microsoft Office,Cancellation request,Refund request,Critical,Chat,1
18,Canon DSLR Camera,Technical issue,Account access,Critical,Social media,0
45,Sony 4K HDR TV,Product inquiry,Account access,High,Chat,0
33,GoPro Action Camera,Product inquiry,Product compatibility,Low,Phone,0
52,Microsoft Office,Product inquiry,Battery life,High,Social media,0
66,Canon DSLR Camera,Refund request,Installation support,Low,Phone,0
49,Amazon Echo,Billing inquiry,Cancellation request,Critical,Social media,1
34,Roomba Robot Vacuum,Billing inquiry,Software bug,Critical,Phone,1
50,Canon EOS,Product inquiry,Cancellation request,Critical,Chat,1
57,Amazon Kindle,Refund request,Installation support,Medium,Social media,0
63,Apple AirPods,Technical issue,Product compatibility,High,Chat,1
44,Nikon D,Refund request,Hardware issue,Medium,Social media,0
34,Lenovo ThinkPad,Technical issue,Battery life,Low,Social media,0
26,LG Washing Machine,Product inquiry,Data loss,Medium,Email,0
28,LG Washing Machine,Cancellation request,Refund request,Critical,Phone,1
44,Xbox,Product inquiry,Cancellation request,Medium,Phone,1
41,PlayStation,Refund request,Hardware issue,Low,Social media,0
27,Canon DSLR Camera,Refund request,Payment issue,Medium,Social media,0
43,Roomba Robot Vacuum,Product inquiry,Payment issue,High,Email,1
24,Nintendo Switch,Technical issue,Software bug,Critical,Phone,1
69,Microsoft Surface,Refund request,Data loss,High,Phone,0
42,Bose SoundLink Speaker,Cancellation request,Software bug,High,Chat,0
64,MacBook Pro,Cancellation request,Installation support,High,Phone,1
67,Asus ROG,Cancellation request,Payment issue,Critical,Phone,1
67,Google Nest,Product inquiry,Network problem,Critical,Chat,1
29,Amazon Echo,Refund request,Product recommendation,High,Email,1
38,Amazon Echo,Technical issue,Hardware issue,Critical,Social media,1
21,Amazon Echo,Refund request,Peripheral compatibility,High,Social media,1
65,Roomba Robot Vacuum,Refund request,Network problem,Critical,Email,1
34,LG Washing Machine,Cancellation request,Product recommendation,Low,Chat,0
42,Nikon D,Refund request,Product recommendation,High,Email,0
57,iPhone,Billing inquiry,Product compatibility,Critical,Social media,0
42,Lenovo ThinkPad,Product inquiry,Account access,Low,Email,0
34,iPhone,Product inquiry,Peripheral compatibility,Medium,Social media,0
61,Fitbit Versa Smartwatch,Refund request,Product setup,Critical,Chat,1
62,Fitbit Charge,Technical issue,Installation support,Medium,Phone,0
34,LG OLED,Cancellation request,Product setup,Medium,Phone,0
31,Fitbit Versa Smartwatch,Billing inquiry,Payment issue,High,Chat,0
52,Sony 4K HDR TV,Product inquiry,Product setup,Critical,Email,1
59,Fitbit Charge,Refund request,Software bug,Low,Chat,0
34,Canon EOS,Cancellation request,Installation support,Medium,Social media,0
41,Samsung Soundbar,Technical issue,Cancellation request,Critical,Chat,1
62,Microsoft Surface,Refund request,Installation support,Low,Email,0
34,Microsoft Office,Product inquiry,Product compatibility,Critical,Chat,0
41,Sony PlayStation,Billing inquiry,Data loss,Critical,Social media,0
42,iPhone,Cancellation request,Product compatibility,Medium,Social media,0
42,LG Smart TV,Product inquiry,Product compatibility,Critical,Phone,1
28,Canon DSLR Camera,Technical issue,Product compatibility,Low,Social media,0
25,Canon DSLR Camera,Refund request,Hardware issue,High,Phone,1
68,Canon DSLR Camera,Cancellation request,Delivery problem,High,Chat,1
52,HP Pavilion,Technical issue,Refund request,Critical,Chat,1
35,Samsung Galaxy,Technical issue,Payment issue,Medium,Social media,0
19,Google Pixel,Refund request,Account access,Medium,Social media,0
36,Fitbit Versa Smartwatch,Refund request,Installation support,Medium,Phone,0
39,Samsung Soundbar,Product inquiry,Product compatibility,Low,Email,0
38,Samsung Soundbar,Refund request,Account access,Critical,Phone,1
20,Nest Thermostat,Product inquiry,Product recommendation,Low,Chat,0
21,Microsoft Surface,Cancellation request,Product compatibility,Medium,Email,0
32,Microsoft Surface,Technical issue,Battery life,Low,Chat,0
31,LG OLED,Billing inquiry,Installation support,High,Email,0
61,Canon EOS,Technical issue,Refund request,High,Phone,1
70,Google Pixel,Product inquiry,Cancellation request,Critical,Phone,1
54,Fitbit Charge,Billing inquiry,Software bug,High,Email,1
27,HP Pavilion,Refund request,Battery life,Medium,Email,0
18,Philips Hue Lights,Billing inquiry,Payment issue,Critical,Social media,1
42,HP Pavilion,Product inquiry,Installation support,Medium,Phone,1
32,GoPro Action Camera,Product inquiry,Battery life,Medium,Phone,1
36,Philips Hue Lights,Technical issue,Display issue,Critical,Email,1
36,Microsoft Office,Billing inquiry,Software bug,High,Social media,1
45,Sony Xperia,Refund request,Payment issue,High,Phone,0
19,Adobe Photoshop,Refund request,Software bug,High,Social media,0
52,Microsoft Xbox Controller,Billing inquiry,Installation support,Critical,Phone,1
50,Amazon Echo,Product inquiry,Product compatibility,High,Email,0
36,Google Nest,Refund request,Product recommendation,High,Chat,1
60,Nest Thermostat,Technical issue,Cancellation request,Low,Social media,0
52,iPhone,Technical issue,Hardware issue,Medium,Phone,0
21,Amazon Kindle,Technical issue,Account access,Low,Social media,0
50,Samsung Soundbar,Billing inquiry,Display issue,Critical,Social media,0
25,Nikon D,Technical issue,Peripheral compatibility,Low,Social media,0
55,iPhone,Technical issue,Refund request,High,Phone,0
55,Bose SoundLink Speaker,Cancellation request,Hardware issue,High,Social media,1
49,PlayStation,Technical issue,Account access,Critical,Chat,1
35,Fitbit Versa Smartwatch,Billing inquiry,Refund request,Medium,Phone,1
44,Sony Xperia,Refund request,Installation support,Low,Social media,0
30,Samsung Soundbar,Billing inquiry,Battery life,Critical,Phone,1
62,Nintendo Switch Pro Controller,Technical issue,Account access,Critical,Phone,1
40,Samsung Galaxy,Billing inquiry,Cancellation request,High,Email,0
58,Autodesk AutoCAD,Cancellation request,Hardware issue,Medium,Phone,1
40,Nintendo Switch Pro Controller,Product inquiry,Hardware issue,Critical,Chat,1
23,Dyson Vacuum Cleaner,Cancellation request,Refund request,Critical,Chat,1
41,Apple AirPods,Refund request,Refund request,High,Social media,1
51,Google Pixel,Billing inquiry,Account access,Low,Chat,0
57,Amazon Echo,Refund request,Payment issue,Low,Email,0
19,Amazon Kindle,Product inquiry,Hardware issue,Critical,Social media,1
59,Microsoft Surface,Product inquiry,Product compatibility,Low,Social media,0
51,Amazon Kindle,Refund request,Data loss,Medium,Phone,0
37,Dell XPS,Billing inquiry,Network problem,Critical,Social media,1
58,Nikon D,Billing inquiry,Refund request,Low,Email,0
44,MacBook Pro,Billing inquiry,Account access,High,Phone,1
18,Nintendo Switch Pro Controller,Product inquiry,Delivery problem,Critical,Chat,0
42,Philips Hue Lights,Billing inquiry,Payment issue,Medium,Phone,0
29,Xbox,Refund request,Account access,Medium,Chat,0
58,Dyson Vacuum Cleaner,Product inquiry,Battery life,Low,Chat,0
46,Nest Thermostat,Cancellation request,Product compatibility,Critical,Chat,1
58,Bose SoundLink Speaker,Cancellation request,Display issue,Critical,Chat,1
29,LG Smart TV,Product inquiry,Installation support,High,Phone,0
55,Microsoft Surface,Refund request,Peripheral compatibility,Medium,Email,0
53,Canon EOS,Billing inquiry,Product setup,Low,Phone,0
27,HP Pavilion,Refund request,Cancellation request,Low,Phone,0
58,Sony PlayStation,Refund request,Product compatibility,Critical,Chat,1
64,Nintendo Switch,Refund request,Product recommendation,Critical,Social media,1
50,Garmin Forerunner,Cancellation request,Product compatibility,High,Phone,1
58,Philips Hue Lights,Cancellation request,Delivery problem,High,Chat,0
39,Roomba Robot Vacuum,Technical issue,Payment issue,High,Chat,1
63,GoPro Hero,Technical issue,Account access,High,Email,0
43,Samsung Galaxy,Cancellation request,Payment issue,Low,Email,0
34,Canon EOS,Product inquiry,Display issue,Medium,Social media,1
63,Sony 4K HDR TV,Refund request,Product recommendation,Medium,Phone,1
55,Amazon Echo,Billing inquiry,Payment issue,Critical,Social media,0
66,Nintendo Switch,Technical issue,Display issue,Low,Phone,0
60,Sony Xperia,Product inquiry,Product recommendation,Low,Phone,0
36,Apple AirPods,Cancellation request,Data loss,Low,Phone,0
24,Canon EOS,Product inquiry,Display issue,High,Social media,1
36,GoPro Action Camera,Refund request,Product setup,Medium,Social media,1
68,Microsoft Xbox Controller,Technical issue,Refund request,Medium,Email,0
19,Sony 4K HDR TV,Refund request,Product recommendation,Critical,Phone,1
70,Microsoft Office,Product inquiry,Data loss,Critical,Social media,1
19,Xbox,Technical issue,Cancellation request,Low,Email,0
42,Bose SoundLink Speaker,Product inquiry,Cancellation request,Low,Chat,0
52,Canon DSLR Camera,Refund request,Product setup,Medium,Email,1
23,Adobe Photoshop,Technical issue,Product setup,Low,Email,0
31,Apple AirPods,Product inquiry,Product compatibility,Medium,Social media,1
40,Apple AirPods,Billing inquiry,Account access,High,Social media,0
65,Autodesk AutoCAD,Refund request,Installation support,Critical,Social media,1
65,Sony Xperia,Product inquiry,Product recommendation,Medium,Social media,0
18,Fitbit Charge,Refund request,Battery life,Critical,Email,1
65,Asus ROG,Product inquiry,Peripheral compatibility,High,Chat,0
52,Philips Hue Lights,Refund request,Battery life,Low,Social media,0
35,Amazon Kindle,Technical issue,Refund request,Medium,Email,0
62,Nintendo Switch Pro Controller,Refund request,Product recommendation,High,Chat,0
26,Microsoft Office,Refund request,Hardware issue,High,Phone,1
55,Fitbit Versa Smartwatch,Cancellation request,Product recommendation,Critical,Phone,0
57,Nintendo Switch,Billing inquiry,Product setup,Low,Chat,0
34,Microsoft Xbox Controller,Cancellation request,Data loss,Low,Social media,0
47,Amazon Kindle,Technical issue,Account access,Critical,Social media,1
48,LG OLED,Technical issue,Data loss,Low,Social media,0
27,Samsung Soundbar,Product inquiry,Product compatibility,High,Phone,0
35,Samsung Galaxy,Refund request,Delivery problem,Medium,Phone,0
65,Nest Thermostat,Cancellation request,Cancellation request,Critical,Email,1
57,Adobe Photoshop,Cancellation request,Refund request,Medium,Chat,1
23,Dyson Vacuum Cleaner,Billing inquiry,Software bug,Medium,Chat,0
62,GoPro Action Camera,Refund request,Hardware issue,Critical,Chat,1
53,Amazon Kindle,Technical issue,Cancellation request,Critical,Email,0
